1879,Vanity Fair,335-63-61068-68-3,Julia Addis
1880,Great Expectations,345-32-84678-27-2,Erick Patel
1881,Madame Bovary,315-43-60558-83-6,Marvin Tate
1882,Gargantua and Pantagruel,200-81-40047-82-4,Marvin Weasley
1883,Gulliver's Travels,565-78-64758-53-1,Lily Locke
1884,One Thousand and One Nights,412-42-55388-13-0,Denis Drew
1885,Lolita,466-83-35144-36-3,Tyler Terry
1886, Oedipus at Colonus,522-32-00406-23-5,Percy Goldsmith
1887,To the Lighthouse,117-51-76271-16-4,Irene Nicolas
1888,Pride and Prejudice,204-22-56435-26-7,Jasmine Tennant
1889,The Red and the Black,787-44-45148-86-4,Rosa Ventura
1890,The Handmaid's Tale,801-18-41172-34-8,Joseph Hilton
1891,War and Peace,008-46-57176-76-8,Amy Glass
1892,Emma,418-78-45351-15-4,Javier Dann
1893,To Kill a Mockingbird,617-01-42817-33-8,Juliette Russel
1894,Paradise Lost,266-71-52103-65-2,Caleb Gallacher
1895, Oedipus at Colonus,882-13-66765-20-6,Sydney Rowe
1896,The Odyssey,822-85-44800-53-8,Joyce James
1897,The Sound and the Fury,431-48-00030-81-3,Ron Tyler
1898,Vanity Fair,545-03-46126-03-7,Nicholas Dixon
1899,Gulliver's Travels,248-30-11814-57-6,Penny Fowler
1900,One Hundred Years of Solitude,608-60-84253-85-5,Olivia Jenkins
1901,To the Lighthouse,334-05-33110-13-5,Ada Wigley
1902,Nineteen Eighty Four,564-11-43147-13-4,Boris Knott
1903,Emma,834-40-55578-37-8,Alison Ramsey
1904,Les Misérables,041-21-70814-26-5,Adela Wallace
1905,Wuthering Heights,378-75-08525-02-4,Joseph Darcy
1906,Moby Dick,588-06-53581-27-1,Teagan Townend
1907,The Handmaid's Tale,671-44-32581-86-5,Mike Gordon
1908,One Thousand and One Nights,572-25-24258-56-0,Andie Clarkson
1909,Gulliver's Travels,050-61-45374-48-2,Aisha Allcott
1910,The Flowers of Evil,874-20-55273-68-7,Percy Buckley
1911,Oedipus,613-64-25876-03-3,Owen Truscott
1912,Les Misérables,050-50-03320-83-0,Chadwick Kelly
1913,Gone With the Wind,520-04-47327-58-4,Remy Buckley
1914,Madame Bovary,070-05-18312-54-6,Nathan King
1915,Ulysses,082-25-12171-74-6,Janice Mcleod
1916,Gone With the Wind,206-48-00522-28-4,Peter Connell
1917,Oedipus,653-14-67870-17-4,Carter Cunningham
1918,Moby Dick,007-20-72628-82-2,Johnathan Jenkin
1919,Hamlet,472-37-37510-86-7,Nicholas Wren
1920,Emma,334-36-61416-75-4,Callie Neville
1921,To the Lighthouse,333-72-68677-28-4,Adina Dallas
1922,Hamlet,285-57-01855-08-5,Angel Farrow
1923,Robinson Crusoe,867-41-54578-75-6,Britney Morris
1924,Madame Bovary,071-75-32851-87-2,Cara Jennson
1925,The Old Man and the Sea,621-51-20080-22-8,Juliette Uttley
1926,Don Quixote,527-53-25444-57-5,Courtney Matthews
1927,The Metamorphosis,364-88-40652-85-6,Angel Harvey
1928,Game of Thrones,480-42-85056-41-3,Jaylene Snell
1929,Les Misérables,037-26-66760-58-7,Denis Heaton
1930,The Sun Also Rises,265-10-67827-55-2,Iris Ellis
1931,Robinson Crusoe,536-77-13557-80-6,Carter Baxter
1932,To Kill a Mockingbird,088-18-58338-12-4,Carl Jackson
1933,One Thousand and One Nights,125-53-42448-87-5,Manuel Whinter
1934,One Thousand and One Nights,730-16-76432-13-1,Mandy Lee
1935,Emma,643-15-46636-04-7,Barney Cox
1936,Pride and Prejudice,288-24-47102-00-3,Marilyn Torres
1937,The Magic Mountain,122-21-82320-58-5,Doris Egerton
1938,Don Quixote,462-82-04052-66-0,Naomi Whatson
1939,Gone With the Wind,802-60-05714-21-3,Tyler Norman
1940,Lord of the Flies,653-27-27256-56-2,Chad Fowler
1941,Hamlet,164-43-55104-27-2,Ethan Roberts
1942,To Kill a Mockingbird,823-20-74343-01-8,Zoe Gaynor
1943,Vanity Fair,736-62-87176-54-3,Aiden Steer
1944,One Thousand and One Nights,446-60-80182-40-0,Emely Bingham
1945,The Sound and the Fury,207-06-24120-78-1,Liam Downing
1946,Madame Bovary,482-56-45526-20-6,Sonya Gibbons
1947,One Hundred Years of Solitude,104-37-11578-21-7,Nina Bailey
1948,The Metamorphosis,075-15-51335-20-4,Susan Cassidy
1949,The Metamorphosis,683-05-60084-33-3,Dani Collingwood
1950,The Old Man and the Sea,200-25-32835-84-2,Rhea Ainsworth
1951,Lord of the Flies,656-43-04050-78-8,Janice Young
1952,Tristram Shandy,582-20-41011-15-5,Nick Lewis
1953,Anna Karenina,501-57-84282-40-4,Josephine Brown
1954,The Sound and the Fury,435-85-15418-34-0,Benjamin Sherwood
1955,Ulysses,638-76-86011-50-6,Manuel Trent
1956,To Kill a Mockingbird,867-20-85160-16-8,Johnathan Riley
1957,Paradise Lost,504-86-38748-83-3,Henry Bailey
1958,Moby Dick,585-46-42607-52-1,Cassidy Needham
1959,The Old Man and the Sea,256-72-28340-56-2,Wendy Bentley
1960,Gargantua and Pantagruel,078-18-51165-25-2,Phoebe Flack
1961,Nineteen Eighty Four,705-33-55113-60-6,Candace Tennant
1962,Robinson Crusoe,404-83-04656-67-1,Benjamin King
1963,The Brothers Karamazov ,127-36-12871-41-8,Danny Pickard
1964,Gulliver's Travels,803-34-81568-82-8,Harvey Jennson
1965,Gargantua and Pantagruel,680-86-81848-05-6,Tyler Adler
1966,Emma,644-56-26682-36-7,Janice Crawley
1967,Don Quixote,015-81-01380-00-0,Felicity Squire
1968,War and Peace,166-10-53176-72-6,Margaret Clarke
1969,In Search of Lost Time,044-24-42262-55-7,Luke Price
1970,Lord of the Flies,141-00-42633-20-2,Francesca Adams
1971,The Sun Also Rises,766-36-23722-74-8,Anabel Matthews
1972,Tristram Shandy,424-40-81400-02-4,Liam Anderson
1973,Great Expectations,526-84-26162-41-4,Bernadette Eaton
1974,The Sound and the Fury,888-86-64751-35-6,Tyson Osmond
1975,Gone With the Wind,630-48-87326-62-5,Kieth Moreno
1976,War and Peace,822-37-42070-35-8,Rocco Cassidy
1977,Invisible Man,301-28-01540-64-0,Ethan Boyle
1978,Alice Adventures in Wonderland,410-17-86418-47-2,Bethany Fowler
1979,The Metamorphosis,537-38-21734-45-7,Eduardo Stuart
1980,The Sound and the Fury,277-75-13771-56-1,Britney Morrison
1981,Tristram Shandy,547-64-77333-27-3,Nancy Grady
1982,Madame Bovary,585-78-23411-40-2,Domenic West
1983,Great Expectations,301-07-80317-10-4,Cara Burnley
1984,The Lord of The Rings,403-55-24225-23-1,Aleksandra Graham
1985,The Brothers Karamazov ,586-36-85373-14-6,Robyn Thatcher
1986,Gone With the Wind,741-66-76742-60-8,Alexander Patel
1987,One Hundred Years of Solitude,462-27-07177-26-5,Harry Griffiths
1988,Paradise Lost,110-17-18525-73-7,Ryan Bristow
1989,Moby Dick,417-20-43588-30-7,Boris Jennson
1990,Emma,627-25-42643-86-8,Megan Welsch
1991,To the Lighthouse,034-30-55581-54-3,Brooklyn Spencer
1992,The Handmaid's Tale,737-87-55541-37-0,Matthew Lucas
1993,Madame Bovary,572-85-61562-61-1,Luke Redfern
1994,Nineteen Eighty Four,323-42-68643-27-7,Rosalyn Fox
1995,The Divine Comedy,273-62-55202-74-3,Abdul Latham
1996,Lolita,345-83-13102-77-7,Holly Uddin
1997,Emma,147-50-56213-02-1,Carmella Kelly
1998,Don Quixote,020-88-58513-63-2,Russel Santos
1999,Game of Thrones,558-12-77626-37-8,Oliver Turner
2000,Oedipus,653-32-77082-87-8,Tom Rodwell
2001, Oedipus at Colonus,061-07-41157-46-1,Raquel Forth
2002,In Search of Lost Time,625-63-60024-87-3,Clarissa Edler
2003,Tess of the d'Urbervilles,586-68-11150-22-6,Luna Jones
2004,Wuthering Heights,276-35-80848-22-2,Ember Nanton
2005,Wuthering Heights,117-76-03475-67-5,Colleen Stevens
2006,The Grapes of Wrath,537-48-85642-88-2,Ronald London
2007,Vanity Fair,364-44-62772-21-8,Josh Whittle
2008,Emma,472-71-11027-45-5,Esmeralda Oliver
2009,The Canterbury Tales,520-40-65616-35-5,Makena Cowan
2010,The Brothers Karamazov ,517-51-52328-71-1,Ron Stanton
2011,Lolita,205-73-16004-74-6,Nathan Mould
2012,The Good Soldier,058-54-57176-75-8,Aileen Dixon
2013,The Sound and the Fury,154-11-80411-38-5,Benny Clayton
2014,War and Peace,504-16-36654-84-0,Russel Briggs
2015,The Odyssey,128-38-57034-41-1,Chester Tyrrell
2016,Les Misérables,365-53-17454-10-0,Julian Jennson
2017,Lolita,356-25-36138-24-3,Johnny Benson
2018,Gargantua and Pantagruel,035-17-01731-68-3,Jules Swan
2019,One Thousand and One Nights,721-06-28402-40-1,Tony Herbert
2020,The Scarlet Letter,670-55-45322-82-0,Maxwell Strong
2021,The Red and the Black,463-62-16667-57-1,Ronald Price
2022,Game of Thrones,044-81-75540-82-0,Charlotte Hancock
2023,Emma,531-43-52776-85-1,John James
2024,Gulliver's Travels,133-02-87070-63-6,Tess Jacobs
2025,The Odyssey,312-55-71030-50-2,Matthew Shaw
2026,Game of Thrones,816-22-42454-54-1,Matt Adams
2027,Nineteen Eighty Four,725-34-51887-18-4,Chadwick Flack
2028,War and Peace,670-51-58002-54-1,Alba Wright
2029,The Grapes of Wrath,737-64-54226-04-1,Hank Lloyd
2030,The Sun Also Rises,217-66-55242-53-6,Lauren Fox
2031,One Thousand and One Nights,461-82-14277-74-7,Britney Taylor
2032,David Copperfield,742-21-61383-77-4,Rosalee Andersson
2033,The Lord of The Rings,673-58-83386-76-5,Tony Uttridge
2034,The Great Gatsby,804-12-08427-54-2,Josh Swan
2035,Moby Dick,316-17-58828-35-3,Alan Crawley
2036,One Hundred Years of Solitude,042-43-74060-68-5,Liam Roberts
2037,Robinson Crusoe,636-81-45200-48-8,Tiffany Fulton
2038,Ulysses,775-60-32004-18-5,Barney Walker
2039,The Grapes of Wrath,476-48-05226-81-7,Russel Holt
2040,To Kill a Mockingbird,062-66-84808-32-3,Eileen West
2041,The Red and the Black,052-28-78366-27-2,Gil Simpson
2042,The Odyssey,023-27-72570-28-8,Matthew Hammond
2043,The Divine Comedy,366-41-73282-10-6,Hayden Farrell
2044,The Good Soldier,827-52-68506-54-7,Elle Abbot
2045,To the Lighthouse,613-28-38075-05-1,Barry Waterhouse
2046,Les Misérables,711-20-06801-67-1,Brad Gray
2047,Nineteen Eighty Four,127-20-87430-78-7,Aiden Samuel
2048,The Sun Also Rises,166-15-15272-22-6,Jacob Notman
2049,The Odyssey,047-07-23768-88-1,Mason Camden
2050,The Metamorphosis,063-14-12815-41-5,Isla Briggs
2051,Hamlet,327-43-43281-62-5,Carrie Isaac
2052,The Old Man and the Sea,200-64-35055-75-0,Darlene Bell
2053,Moby Dick,252-16-20840-55-5,David Craig
2054,Gone With the Wind,313-37-82367-45-8,Holly Preston
2055,Robinson Crusoe,368-84-78702-84-8,Peter Rossi
2056,One Thousand and One Nights,750-73-60683-52-5,Hank Shields
2057,Lord of the Flies,640-58-24475-28-6,Lara Kelly
2058,Madame Bovary,826-48-87143-34-3,Chester Emmott
2059,Gargantua and Pantagruel,606-78-25241-77-2,Thea Lakey
2060,Alice Adventures in Wonderland,131-67-41338-00-4,Tyson Asher
2061,The Brothers Karamazov ,672-58-80247-03-2,Luke Thorne
2062,The Magic Mountain,874-08-54453-42-8,Fred Mitchell
2063,The Magic Mountain,270-41-40426-00-0,Vera Becker
2064,Moby Dick,406-76-26135-48-4,Rachael Pope
2065,Hamlet,080-66-34558-43-4,Kirsten Khan
2066,Ulysses,267-35-53378-44-6,Kaylee Rigg
2067,The Great Gatsby,337-46-62203-26-7,Angel Rycroft
2068,Oedipus,858-54-36374-81-8,Jacob Aldridge
2069,Madame Bovary,465-24-85142-16-0,Alan Burge
2070,The Great Gatsby,522-37-01072-21-1,Cassandra Russell
2071,Great Expectations,158-33-52401-46-7,Zara Locke
2072,The Odyssey,637-05-54256-38-2,Brad Randall
2073,Paradise Lost,048-51-60778-53-0,Elle Bradshaw
2074,Wuthering Heights,116-25-84177-84-6,Manuel Raven
2075,Lord of the Flies,222-14-67266-77-5,Mike Mould
2076,Invisible Man,034-33-43427-02-0,Charlotte Purvis
2077,Ulysses,616-16-37072-52-2,Gabriel Coleman
2078,Gargantua and Pantagruel,750-77-77627-78-5,Andrea Dyson
2079,The Flowers of Evil,063-73-85251-72-0,Denis Walker
2080,Les Misérables,286-88-37434-01-1,Danny Keys
2081,In Search of Lost Time,830-83-63425-03-1,William Doherty
2082,Les Misérables,232-70-34383-51-3,Clint Clarkson
2083,Madame Bovary,756-37-23366-70-2,Aiden Alldridge
2084,The Divine Comedy,387-68-85542-63-8,Valentina Norton
2085,Lolita,123-84-18335-62-6,Daniel Andersson
2086,Tristram Shandy,141-68-51638-50-6,Tess Adams
2087,One Hundred Years of Solitude,276-88-78342-83-7,Denny Gilbert
2088,Madame Bovary,800-02-51211-22-5,Helen Gibson
2089,Moby Dick,563-41-52333-23-5,Rick Wills
2090,Nineteen Eighty Four,615-40-14675-50-7,Sabina Morris
2091,The Good Soldier,647-86-47572-87-4,Diane Yarwood
2092,Les Misérables,128-65-47738-52-4,Thea Evans
2093,The Brothers Karamazov ,780-38-67728-57-2,Charlotte Slater
2094,Gone With the Wind,127-71-88134-13-2,Mark Rogan
2095,The Good Soldier,684-81-41735-18-1,Irene Dempsey
2096,Pride and Prejudice,747-16-80152-54-8,Martin Buckley
2097,The Lord of The Rings,371-50-75073-61-2,George Avery
2098,Emma,453-48-83752-53-3,Nancy Button
2099,Tristram Shandy,484-37-61075-20-3,Julian Moss
2100,The Lord of The Rings,181-13-86634-05-4,Jack Latham
2101,Ulysses,031-76-82313-07-1,Camila Ashley
2102,David Copperfield,761-20-06631-04-3,Elena Brooks
2103,The Good Soldier,575-74-07725-68-2,Tyler Weldon
2104,The Flowers of Evil,525-50-34126-28-6,Dorothy Faulkner
2105,The Handmaid's Tale,758-73-63363-06-0,Cecilia Stewart
2106,War and Peace,485-85-30612-58-5,Domenic Ellis
2107,Paradise Lost,111-82-52120-43-2,Teagan Cartwright
2108,Game of Thrones,680-51-17123-63-1,Angela Ebden
2109,Tristram Shandy,812-62-32633-52-8,Danny Powell
2110,One Hundred Years of Solitude,672-00-82601-47-1,Marie Watson
2111,Gargantua and Pantagruel,662-34-57776-17-2,Samantha Vaughn
2112,War and Peace,231-37-28011-68-1,Jasmine Brown
2113,Alice Adventures in Wonderland,801-12-14111-07-6,Marissa Moreno
2114,The Sun Also Rises,678-37-33223-07-6,Sylvia Osman
2115,Anna Karenina,607-40-15160-71-4,Angelina Jenkins
2116,Paradise Lost,653-61-56707-32-4,Belinda Russel
2117,The Sun Also Rises,640-06-52103-41-6,Julius Broomfield
2118,Hamlet,602-35-40503-17-2,Vanessa Lomax
2119,The Brothers Karamazov ,060-50-00501-16-2,Barney Higgs
2120,Tristram Shandy,128-01-08451-02-7,Marvin Benson
2121,Gargantua and Pantagruel,517-36-01742-78-6,Jaylene Bailey
2122,The Sound and the Fury,028-78-60138-02-2,Tyler Moss
2123,Madame Bovary,446-84-27256-04-8,Denis Addison
2124,Pride and Prejudice,061-86-36220-14-2,Hadley Wilde
2125,The Magic Mountain,705-75-01528-05-4,Gina Knight
2126,Lord of the Flies,843-56-00611-67-2,Ryan York
2127,War and Peace,832-13-60234-56-7,William Sherry
2128, Oedipus at Colonus,110-61-05148-37-8,Tara Parker
2129,To Kill a Mockingbird,001-05-62225-38-2,Margot Campbell
2130,The Scarlet Letter,311-87-35087-64-3,Margot Rodgers
2131,The Great Gatsby,857-85-36473-21-2,Hailey Cattell
2132,The Flowers of Evil,832-71-65068-56-8,Caleb Gilmore
2133,Moby Dick,148-26-64400-37-5,William Penn
2134,Paradise Lost,050-16-82884-16-7,Liam Eyres
2135,The Great Gatsby,561-42-57315-22-0,Irene Ventura
2136,The Magic Mountain,365-03-55272-37-1,Tony Roberts
2137,The Handmaid's Tale,352-17-82752-06-8,Rick Hood
2138,The Metamorphosis,417-02-04133-45-8,Amelia Selby
2139,To the Lighthouse,450-04-63263-55-7,Martin Wills
2140,The Handmaid's Tale,634-50-46045-71-6,Danny Adams
2141,One Hundred Years of Solitude,022-48-34656-84-4,Abdul Owen
2142,Nineteen Eighty Four,733-74-03001-40-8,Fred Mcgregor
2143,Robinson Crusoe,411-06-88747-74-8,Gladys Waterhouse
2144,One Thousand and One Nights,774-65-27371-06-5,Doug Norburn
2145,Don Quixote,170-10-33081-55-1,Taylor Bristow
2146,Madame Bovary,742-68-82587-80-7,Cedrick Wilson
2147,The Flowers of Evil,580-26-41550-27-5,Joseph Pratt
2148,The Canterbury Tales,004-32-86515-38-1,Daron Morley
2149,To the Lighthouse,760-20-01027-87-2,Alba Atkinson
2150,Paradise Lost,711-22-02557-66-4,Boris Dobson
2151,The Scarlet Letter,855-80-03301-76-8,Cassidy Vallory
2152,Madame Bovary,416-04-67541-32-6,Cecilia Yarlett
2153,Pride and Prejudice,106-67-17828-48-5,Chadwick Michael
2154,Hamlet,170-14-87348-80-2,Ronald Dale
2155,Invisible Man,366-66-88117-36-8,Shelby Holt
2156,Lolita,817-76-07322-87-0,Cedrick Knight
2157,War and Peace,834-24-81821-46-4,Carl Lewin
2158,The Sun Also Rises,048-06-57335-02-1,Marina Turner
2159,Nineteen Eighty Four,784-43-25738-35-7,Doris Graves
2160,In Search of Lost Time,711-42-76702-16-1,Sonya Mould
2161,Moby Dick,364-06-22125-47-5,Russel Potter
2162,The Good Soldier,143-64-16530-41-2,Fred Allcott
2163,The Metamorphosis,743-40-87281-20-4,Skylar Shields
2164,The Handmaid's Tale,136-47-56331-70-0,Eduardo Hastings
2165,The Brothers Karamazov ,520-00-54358-45-7,Analise Rodgers
2166,War and Peace,507-10-85066-02-7,Crystal Pitt
2167,The Sun Also Rises,112-40-71025-17-4,Cassandra Irwin
2168,One Thousand and One Nights,384-75-33827-41-6,Bryce Yoman
2169,Great Expectations,075-04-25172-32-2,Enoch Coates
2170,Robinson Crusoe,722-65-67478-68-4,Susan Wild
2171,The Old Man and the Sea,884-37-68571-06-8,Valentina Mcnally
2172,Great Expectations,804-53-07552-72-2,Jack Pearce
2173,Anna Karenina,735-00-43075-76-8,Piper Bradley
2174,Alice Adventures in Wonderland,864-44-76614-03-4,Cynthia Reading
2175,The Flowers of Evil,273-38-51554-07-6,Chadwick Snow
2176,Anna Karenina,476-62-57270-25-2,Ellen Anderson
2177,The Canterbury Tales,674-60-13773-68-4,Aurelia Egerton
2178,Les Misérables,168-08-24004-78-3,Audrey Mooney
2179,Gone With the Wind,637-34-52741-12-3,Julia Hopkinson
2180,The Brothers Karamazov ,752-16-50586-58-4,Kirsten Owen
2181,The Red and the Black,332-85-15140-27-6,Claire Wheeler
2182,Great Expectations,502-38-76657-58-8,Johnny Crawford
2183,Tristram Shandy,502-01-46824-67-1,Alan Farrant
2184,Anna Karenina,288-44-44102-82-4,Danny Campbell
2185,Emma,720-24-55453-08-3,Benjamin Hobbs
2186,Lolita,028-81-47812-66-7,Rocco Hancock
2187,Gulliver's Travels,384-86-33081-42-5,Benjamin Leigh
2188,To Kill a Mockingbird,577-26-72322-87-7,Clint Mcleod
2189,One Thousand and One Nights,246-72-75822-25-4,Benjamin Furnell
2190,The Brothers Karamazov ,161-55-02440-32-0,Julius Vaughn
2191,Anna Karenina,301-82-81345-86-7,Julius Potter
2192,The Sound and the Fury,266-76-44277-25-1,Naomi Whittle
2193,Wuthering Heights,214-88-60104-37-6,Chadwick Gardner
2194,The Scarlet Letter,336-26-46641-86-3,Eileen Wood
2195,Tristram Shandy,355-73-86658-14-1,Nick Snell
2196,The Divine Comedy,184-05-56245-03-6,Caleb Vane
2197,The Magic Mountain,804-38-30505-51-2,Julius Pope
2198,One Hundred Years of Solitude,668-37-87483-52-8,Chad Bright
2199,The Divine Comedy,458-41-54340-11-1,Noah Sloan
2200,The Canterbury Tales,603-71-06800-43-1,Percy Armstrong
2201,Tristram Shandy,152-04-14027-53-7,Allison Bowen
2202,The Flowers of Evil,637-03-52514-88-3,Cassandra Hardwick
2203,David Copperfield,618-12-87671-04-2,Bob Parker
2204,Great Expectations,360-37-08435-41-7,Carter Irving
2205,The Old Man and the Sea,651-54-40243-20-8,Kate Page 
2206,Hamlet,420-28-18672-25-8,Leroy Robinson
2207,Don Quixote,712-68-20026-63-4,Benny Brennan
2208,The Sound and the Fury,320-77-41851-65-4,Sage Ballard
2209,Gargantua and Pantagruel,103-24-00253-22-3,Matthew Russell
2210,Don Quixote,703-38-60730-33-7,Benny Waterhouse
2211,The Lord of The Rings,311-47-10420-85-1,Alice Matthews
2212,Robinson Crusoe,262-32-33410-57-7,Violet Evans
2213,Lolita,378-50-72766-01-1,Eden Roscoe
2214,Vanity Fair,204-20-77061-36-3,Rylee Russell
2215,Tristram Shandy,065-72-88545-22-8,Rufus Ward
2216,To the Lighthouse,520-42-00426-80-3,Scarlett Long
2217,Gargantua and Pantagruel,482-50-14551-47-6,Esmeralda Long
2218,Pride and Prejudice,521-86-64281-04-1,David Addis
2219,Anna Karenina,886-74-14768-56-5,Valentina Sinclair
2220,Wuthering Heights,817-77-26210-40-3,Bart Adler
2221,In Search of Lost Time,641-10-05006-85-2,Barney Morris
2222,To Kill a Mockingbird,163-31-58431-06-2,Bree Cartwright
2223,The Great Gatsby,301-18-02675-66-7,Noah Parker
2224,The Handmaid's Tale,881-14-71668-53-6,Candace Mccall
2225,Emma,641-62-51530-16-5,Alan Murray
2226,Lolita,888-78-18320-53-0,Kamila Notman
2227,One Hundred Years of Solitude,146-86-30407-88-0,Mya Olson
2228,Invisible Man,815-36-21284-52-2,Eryn Connell
2229,Game of Thrones,042-72-58373-83-1,Mina Chadwick
2230,Don Quixote,755-03-14567-42-6,Lucas Payne
2231,The Brothers Karamazov ,601-15-46088-17-7,Elena Randall
2232,Anna Karenina,570-05-36156-40-1,Stella Emerson
2233,Moby Dick,687-01-08042-27-7,Johnathan Camden
2234,The Sun Also Rises,753-80-63887-18-6,Thea Rose
2235,War and Peace,454-13-70800-33-6,Ally Lloyd
2236,War and Peace,176-25-23012-60-7,Sebastian Kelly
2237,Lord of the Flies,233-33-72805-05-2,Winnie Paterson
2238,Game of Thrones,770-37-21124-38-2,Jane Whinter
2239,In Search of Lost Time,716-26-03245-33-8,Carrie Shelton
2240,Oedipus,370-73-02112-70-7,Matthew Durrant
2241,David Copperfield,740-70-75135-66-2,Elle Penn
2242,The Sun Also Rises,402-64-14147-52-6,Daniel Morris
2243,The Magic Mountain,651-82-03683-43-8,Brad John
2244,Emma,210-83-25648-08-5,Boris Russell
2245,The Grapes of Wrath,275-51-07046-86-5,Michael Barrett
2246,To the Lighthouse,588-22-25260-37-3,Evelynn Dobson
2247,The Divine Comedy,856-61-12884-68-8,Tyson Archer
2248,Lord of the Flies,056-60-50338-41-1,Rita Parker
2249,The Flowers of Evil,541-64-66236-72-7,Rick Kaur
2250,The Old Man and the Sea,520-18-06262-66-6,Ivette Rixon
2251,The Canterbury Tales,746-45-80357-10-4,Denny Verdon
2252,Hamlet,468-55-33364-84-5,Brad Nicholls
2253,The Lord of The Rings,680-58-30621-52-1,Bree Clifton
2254,Oedipus,700-52-02083-07-0,Liliana Archer
2255,The Odyssey,502-35-28721-71-4,Benjamin Durrant
2256,The Divine Comedy,311-04-76500-87-2,Ruth Stevens
2257,Great Expectations,251-32-61687-47-3,Abdul Wild
2258,Don Quixote,266-60-14752-88-0,Adina Allen
2259,Don Quixote,358-41-48358-26-5,Mackenzie Hewitt
2260,Don Quixote,386-51-35464-17-8,Maia Judd
2261,Lord of the Flies,327-50-26341-20-8,Gabriel Kelly
2262,The Odyssey,210-41-12030-65-5,Cristal Vollans
2263,To the Lighthouse,772-52-50161-34-7,Mona Dunbar
2264,Game of Thrones,810-62-04562-87-7,Rosalyn Chappell
2265,Madame Bovary,114-20-48340-74-5,Ryan Flanders
2266,Gone With the Wind,764-65-66853-03-7,Samantha Jacobs
2267,Nineteen Eighty Four,213-78-51370-50-0,Danny Long
2268,Les Misérables,667-65-36241-78-5,Jayden Kerr
2269,Les Misérables,331-67-03365-18-4,Mason Weston
2270,One Hundred Years of Solitude,022-55-65443-23-1,Kurt Slater
2271,Oedipus,300-57-54277-53-8,Caleb Craig
2272,Alice Adventures in Wonderland,241-66-64235-00-4,Rocco Edwards
2273,Ulysses,251-82-66268-00-4,Noah Pierce
2274,Game of Thrones,524-85-34238-32-2,Chuck Curtis
2275,Don Quixote,256-18-73487-42-7,Raquel Leslie
2276,One Thousand and One Nights,205-75-15676-28-3,Celia Sylvester
2277,Robinson Crusoe,647-85-31465-80-4,Elijah Evans
2278,The Odyssey,625-25-30410-04-5,Isabella Hunt
2279,Madame Bovary,055-56-64285-55-2,George Kelly
2280,Gone With the Wind,131-00-06333-00-1,Danny Carter
2281,The Great Gatsby,171-20-50056-37-7,Clint Lowe
2282,Pride and Prejudice,631-30-48123-42-7,Carter Eaton
2283,The Scarlet Letter,300-21-70042-24-4,Harvey Walton
2284,Alice Adventures in Wonderland,064-51-31161-56-6,Manuel Daniells
2285,War and Peace,002-64-40341-55-6,Amelia Stanley
2286,Lolita,774-52-67135-42-6,Jack Ranks
2287,The Red and the Black,663-34-13251-54-0,Johnathan Cassidy
2288,Hamlet,803-07-24507-50-7,Courtney Kelly
2289,Ulysses,781-33-51365-25-3,Eileen Flanders
2290,Paradise Lost,422-88-38632-61-6,Nate Judd
2291,The Magic Mountain,807-65-41606-10-6,Vicky Terry
2292,Anna Karenina,286-87-42582-31-8,Mark Yarwood
2293,Game of Thrones,033-87-70286-66-6,Havana Collins
2294,Gone With the Wind,037-30-55051-64-0,Domenic Becker
2295,Paradise Lost,763-13-15686-47-2,Mabel Baxter
2296,To the Lighthouse,231-60-76716-36-7,Sarah Shepherd
2297,Hamlet,588-35-22608-02-3,Maia Bishop
2298,Paradise Lost,187-87-86323-28-1,Chadwick Lynch
2299,Lord of the Flies,276-05-08087-65-7,Chad Martin
2300,Don Quixote,138-07-02838-06-8,George Santos
2301,Anna Karenina,810-54-78770-86-3,Chuck Carson
2302,The Grapes of Wrath,161-14-74021-72-8,Nicholas Moran
2303,The Metamorphosis,428-46-58280-22-8,Daniel Ralph
2304,Invisible Man,318-04-25415-05-8,Julian Boden
2305,To Kill a Mockingbird,451-43-11757-17-3,Adalind Clifton
2306,The Grapes of Wrath,855-50-82048-86-0,Jayden Campbell
2307,The Old Man and the Sea,354-48-06184-36-7,Janice Richardson
2308,The Divine Comedy,756-24-57381-21-5,Amelia London
2309,The Magic Mountain,710-48-47314-83-6,Julius Lewin
2310,The Old Man and the Sea,442-78-86008-48-2,Eileen Addley
2311,The Good Soldier,417-37-17721-80-1,Chad Rogers
2312,One Thousand and One Nights,054-37-13474-33-7,Emely Ingham
2313,Alice Adventures in Wonderland,248-65-24867-78-7,Vera Thomas
2314,Tess of the d'Urbervilles,873-15-84885-34-4,Benjamin Gordon
2315, Oedipus at Colonus,104-63-20413-44-0,William Thomson
2316,Gulliver's Travels,561-85-43755-04-1,Crystal Antcliff
2317,Ulysses,268-14-42635-84-8,Harry Douglas
2318,The Good Soldier,064-05-51865-88-8,Bridget Briggs
2319,Moby Dick,668-60-17227-43-6,Alba Smith
2320,The Handmaid's Tale,168-66-17267-36-3,Vera Tyler
2321,The Flowers of Evil,715-78-55736-65-0,Benny Veale
2322,Robinson Crusoe,841-48-50432-44-7,Dalia Matthews
2323,Gulliver's Travels,102-71-02733-16-5,Joyce Simpson
2324,Hamlet,431-27-54252-12-4,Hope Quinnell
2325,Don Quixote,365-57-38551-87-6,Julia Wilson
2326,Gargantua and Pantagruel,726-63-46457-05-7,Nicole Alldridge
